typeI_score,typeII_score,typeIII_score,typeIV_score,typeV_score,actual_type
0.86,2.4400000000000004,-1.0,-0.30000000000000004,-2.0,II
-1.147,-0.2469,-1.3051,1.7,0.9990000000000001,III
0.8593,2.4400000000000004,-0.0010000000000000009,-1.2983000000000002,-2.0,II
-1.1393,0.4394,-2.0,1.673,1.0269,II
1.6787,1.6213000000000002,-0.31100000000000005,-0.9890000000000001,-2.0,II
-0.08310000000000006,2.3821000000000003,-0.031000000000000028,-0.268,-2.0,I
0.86,2.433,0.0010000000000000009,-1.294,-2.0,II
0.86,2.4400000000000004,-0.9020000000000001,-0.398,-2.0,II
0.20089999999999997,2.4400000000000004,-0.3399,-0.30100000000000005,-2.0,II
-0.10189999999999988,2.4021,-0.0020000000000000018,-0.2986000000000001,-1.9996,I
-0.14400000000000002,-0.556,-2.0,0.7429999999999999,1.9569999999999999,I
0.8217,2.4379999999999997,0.0012999999999999678,-1.2610000000000001,-2.0,II
-1.0849,1.443,1.9527999999999999,-0.31089999999999995,-2.0,II
0.86,2.4400000000000004,-0.704,-0.5960000000000001,-2.0,I
-0.14000000000000012,1.443,1.9969999999999999,-1.3,-2.0,II
-1.087,0.387,-2.0,1.685,1.0150000000000001,II
0.86,2.4400000000000004,-0.998,-0.30200000000000005,-2.0,II
0.9854,2.1066000000000003,0.20799999999999996,-1.3,-2.0,I
0.8167,2.4400000000000004,-1.0,-0.25669999999999993,-2.0,II
0.8604999999999999,2.4395,-0.238,-1.062,-2.0,IV
1.5048,1.7952000000000001,-0.492,-0.808,-2.0,I
1.853,1.447,-0.6639999999999999,-0.6360000000000001,-2.0,I
0.8119,1.4498,-0.2369,-0.024800000000000044,-2.0,II
-1.0576999999999999,1.3577,1.9936,-0.29700000000000004,-1.9966,III
-0.05900000000000005,1.3590000000000002,-1.0,1.7,-2.0,I
0.7808,2.4082,-0.16600000000000004,-1.9501,-1.0729,I
1.5095999999999998,1.7814,-0.9929999999999999,-0.30100000000000005,-1.9969999999999999,IV
1.7785,0.5459,-0.6598000000000002,0.252,-1.9165999999999999,III
-0.7134,-0.0534,1.9762,-1.6309,0.42150000000000004,III
1.8580999999999999,1.4419,-0.81,-0.49,-2.0,I
1.4710999999999999,0.7371000000000001,0.7126999999999999,-1.0109000000000001,-1.91,III
0.86,2.4400000000000004,-1.0,-0.30000000000000004,-2.0,V
0.01990000000000003,2.2793,-0.8277000000000001,0.5285,-2.0,II
-1.1429,0.44000000000000017,-1.9971,1.674,1.026,II
0.8777,2.4222,-0.9599,-0.3400000000000001,-2.0,I
1.3092,0.558,1.4327,-2.2999,-1.0,III
1.0638,2.2354000000000003,-0.5972,-0.702,-2.0,I
1.0733,2.2267,-0.942,-0.3580000000000001,-2.0,II
-1.1400000000000001,0.44000000000000017,-2.0,1.689,1.0110000000000001,II
-0.13749999999999996,2.4374000000000002,-0.05290000000000006,-0.2470000000000001,-2.0,II
-0.14000000000000012,2.4400000000000004,0.997,-1.2970000000000002,-2.0,II
1.8446,1.4543,-0.56,-0.7731999999999999,-1.9657,I
0.86,2.4379999999999997,-0.71,-0.5880000000000001,-2.0,I
0.8603,2.4397,-0.935,-0.365,-2.0,II
-1.1400000000000001,1.44,1.999,-0.29900000000000004,-2.0,II
0.5281,1.8959000000000001,-0.9979,0.5727,-1.9988000000000001,II
0.8696,2.4303999999999997,-0.554,-0.746,-2.0,II
-2.14,1.948,1.072,0.11999999999999994,-1.0,II
-1.0037,1.3828,-1.998,-0.3781,1.9969999999999999,II
0.86,2.4379999999999997,-0.8180000000000001,-0.4800000000000001,-2.0,II
0.9524,2.3476,-0.0030000000000000027,-1.2970000000000002,-2.0,I
1.1611,2.1382000000000003,-0.9228000000000001,-0.46799999999999997,-1.9085,I
0.86,2.4400000000000004,-1.0,-0.30000000000000004,-2.0,IV
-0.8477,1.1536,-2.0,-0.30590000000000006,2.0,II
0.03579999999999994,-0.5594,-2.0,1.6549999999999998,0.8685999999999998,II
0.8578,2.4400000000000004,-1.0,-0.29780000000000006,-2.0,V
-0.03839999999999999,2.3764000000000003,-0.9929999999999999,0.6549999999999999,-2.0,II
-1.132,0.4394,-2.0,1.6989999999999998,0.9935999999999999,II
-0.133,2.3952999999999998,-0.7517,0.482,-1.9926,II
0.9281,1.4055999999999997,-0.9969999999999999,0.6520999999999999,-1.9888,II
0.14370000000000005,1.4372,1.7168999999999999,-1.2978,-2.0,II
-2.14,1.44,2.0,-0.30000000000000004,-1.0,III
0.8727,2.4273,-1.0,-0.30000000000000004,-2.0,II
1.8599,1.4401000000000002,-0.831,-0.4700000000000001,-1.999,I
-0.08430000000000004,2.439,-0.5760000000000001,0.22129999999999994,-2.0,II
-0.9383,-0.7617,-1.0,1.7,1.0,III
1.8542,1.4458000000000002,-0.03600000000000003,-1.2650000000000001,-1.999,I
-1.1434,0.44000000000000017,-1.9966,0.764,1.936,II
0.06419999999999998,2.168,-0.9369000000000001,0.7047,-2.0,II
-1.1400000000000001,1.44,1.99,-0.29000000000000004,-2.0,III
0.8697999999999999,2.4295,-0.9203000000000001,-0.379,-2.0,II
0.9684,2.3304,-0.7229999999999999,-0.5758000000000001,-2.0,II
0.86,2.4400000000000004,-0.9809999999999999,-0.31900000000000006,-2.0,IV
-2.0342000000000002,1.4420000000000002,1.8559999999999999,-0.256,-1.0078,II
1.8449,0.37450000000000006,0.02959999999999996,-0.2540000000000001,-1.995,I
0.7626000000000001,2.4331,-0.009500000000000064,-1.1872000000000003,-1.999,II
0.86,2.4400000000000004,-0.601,-0.6990000000000001,-2.0,II
-0.14029999999999998,1.4540000000000002,0.8023,-0.1170000000000001,-1.999,II
-1.1398,1.4417,1.996,-0.29800000000000004,-1.9999,II
0.8663,2.4295,-0.7619,-0.535,-1.9989,I
0.9934000000000001,1.9103999999999999,-1.0,0.09619999999999995,-2.0,I
-0.06269999999999998,2.3194,0.04159999999999997,-0.2993,-1.999,III
0.86,2.4400000000000004,-0.998,-0.30200000000000005,-2.0,II
0.8768,2.3968,-0.4697,-0.8039000000000001,-2.0,II
-0.9868999999999999,2.4400000000000004,0.8471,-0.3002,-2.0,II
-0.27749999999999997,0.4395,-1.9969999999999999,1.7,0.135,II
1.6023999999999998,1.6976,-0.9849999999999999,-0.31500000000000006,-2.0,II
-1.1400000000000001,1.3210000000000002,-0.998,0.677,0.14,V
-0.14,2.4400000000000004,-0.917,0.617,-2.0,I
-0.3228000000000001,1.3761,0.754,-0.017000000000000015,-1.7903000000000002,II
-0.2490000000000001,1.4689,1.108,-0.3279000000000001,-2.0,III
0.17229999999999995,-0.518,0.12670000000000003,1.698,-1.479,III
0.8589,2.3819,-0.30579999999999996,-0.935,-2.0,I
1.8531,1.4469,-0.9849999999999999,-0.31500000000000006,-2.0,I
-1.1400000000000001,1.44,2.0,-0.30000000000000004,-2.0,II
1.2212999999999998,2.0719000000000003,-0.6821999999999999,-0.6120000000000002,-1.999,II
0.8601,2.4398999999999997,-1.0,-0.30000000000000004,-2.0,II
0.02200000000000002,2.4360999999999997,-0.9023000000000001,0.44299999999999995,-1.9988000000000001,II
0.9457,2.3543000000000003,-0.031000000000000028,-1.2690000000000001,-2.0,II
0.8928,2.4072,-0.617,-0.683,-2.0,I
-0.16000000000000003,-0.54,-2.0,1.482,1.218,II
-0.14370000000000005,-0.5563,-2.0,1.394,1.306,I
0.4281,0.47630000000000006,1.9230999999999998,-0.8285,-1.999,III
-1.1400000000000001,1.4160000000000001,-0.976,0.7,0.0,V
1.7676,0.5109999999999999,-0.6607000000000001,0.3821,-2.0,I
0.3689,2.4210000000000003,-0.14159999999999995,-0.6482999999999999,-2.0,II
-0.13560000000000005,1.4437,-1.01,-0.29410000000000003,-0.0040000000000000036,I
0.86,2.4400000000000004,-0.6139999999999999,-0.6859999999999999,-2.0,II
0.8601,2.4398999999999997,-0.538,-0.762,-2.0,I
-0.14169999999999994,1.4420000000000002,-0.9985999999999999,1.698,-1.9997,II
1.6558,1.6442,-0.694,-0.6060000000000001,-2.0,II
0.8599,-0.56,-2.0,1.7,9.999999999998899e-05,I
0.8601,2.4389000000000003,-0.558,-0.7410000000000001,-2.0,II
-1.1400000000000001,0.17500000000000004,-1.7349999999999999,1.6549999999999998,1.045,II
-0.45620000000000005,2.4400000000000004,-0.6628000000000001,0.43799999999999994,-1.759,II
1.0546,2.2454,-0.5529999999999999,-0.7469999999999999,-2.0,I
-0.14,-0.56,-2.0,1.4289999999999998,1.271,I
1.3509,1.9491,-0.0010000000000000009,-1.299,-2.0,II
0.6757,2.1332,0.04310000000000003,-1.8519999999999999,-0.9999999999999999,II
0.6957,1.8684,0.07989999999999997,-0.6440000000000001,-2.0,II
1.8599999999999999,0.591,-1.0,0.5489999999999999,-2.0,I
-0.14,-0.56,-2.0,1.4929999999999999,1.2069999999999999,II
1.5166,1.7744,-0.9910000000000001,-0.3440000000000001,-1.956,I
-2.1151999999999997,1.2782,2.0,-0.30000000000000004,-0.863,III
-0.07150000000000001,1.7465000000000002,-0.9530000000000001,0.2779999999999999,-1.0,I
0.15329999999999994,1.1114,0.8629,-0.1897000000000001,-1.9379,III
0.18849999999999995,2.3381,-0.007900000000000018,-0.5244,-1.9943,II
0.08249999999999996,2.124,0.055499999999999994,-0.262,-2.0,III
1.4346999999999999,1.8591,-0.6028,-0.7290000000000001,-1.962,II
-1.6572,0.009099999999999997,1.2143000000000002,-0.536,0.9698,III
1.7929,0.5471,0.007999999999999952,-0.3480000000000001,-2.0,I
-1.1401,0.44000000000000017,-1.0009000000000001,1.686,0.015000000000000013,II
0.86,2.4400000000000004,-0.925,-0.375,-2.0,II
0.86,2.4400000000000004,-0.344,-0.956,-2.0,I
0.8466,2.4393000000000002,-0.903,-0.3829,-2.0,I
-1.1376,2.401,-0.7469999999999999,0.45199999999999996,-0.9683999999999999,II
0.060699999999999976,2.2297,-0.5533000000000001,0.17190000000000005,-1.9089999999999998,III
1.1059,1.1951,0.025000000000000022,-0.32600000000000007,-2.0,I
1.4638,1.8207,-0.22840000000000005,-1.9881,-1.068,I
-1.6381000000000001,1.4400000000000002,-1.5019,-0.281,1.9809999999999999,II
-0.47640000000000005,-0.22360000000000002,-2.0,1.408,1.292,II
-2.14,1.44,1.625,0.07499999999999996,-1.0,IV
-0.01890000000000014,0.49159999999999987,1.0315,-1.2132,-0.29100000000000004,II
0.9222,-0.3638,-1.021,1.6305,-1.1679,I
0.847,1.3828,0.027200000000000002,-0.257,-2.0,II
0.07920000000000005,2.4045,0.2825,-1.2996,-1.4666000000000001,I
-1.9725000000000001,1.44,2.0,-0.30100000000000005,-1.1665,II
0.86,2.4400000000000004,-0.8660000000000001,-0.43400000000000005,-2.0,I
1.5944,1.7056,-0.469,-0.831,-2.0,I
1.1361,2.0733,-0.9098999999999999,-1.2475,-1.052,II
-1.7815,0.9985,2.0,-1.282,0.065,III
0.8727,2.4273,-0.665,-0.635,-2.0,I
-0.6608,1.3036,0.017100000000000004,-0.4436,-0.21630000000000005,III
0.86,2.4400000000000004,-0.09499999999999997,-1.205,-2.0,II
-1.1343999999999999,1.4253999999999998,-2.0,-0.21900000000000003,1.928,II
-0.13280000000000003,1.4334,1.0001,-0.3007000000000001,-2.0,II
-2.1121,-0.5669,1.999,0.695,-0.015000000000000013,IV
1.1486,1.0974,0.12750000000000006,-0.38539999999999996,-1.9881,III
0.8602,2.4398,-1.0,-0.30000000000000004,-2.0,II
0.9461999999999999,2.3537999999999997,-0.9889999999999999,-0.31100000000000005,-2.0,I
-1.0149,1.44,1.0,-0.30400000000000005,-1.1211,II
0.22149999999999992,2.3763,-0.0474,-0.7073,-1.8431,II
1.8354,0.4675,0.8721,-1.187,-1.988,I
1.1597,0.07900000000000001,0.853,-1.0547,-1.037,II
0.86,2.4400000000000004,-0.28500000000000003,-1.0150000000000001,-2.0,I
-0.14,-0.56,-2.0,1.3479999999999999,1.3519999999999999,II
1.6922000000000001,1.6078000000000001,-1.0,-0.30000000000000004,-2.0,I
1.4226999999999999,1.8773,-0.9969999999999999,-0.30300000000000005,-2.0,II
1.8582999999999998,1.4417,-0.9259999999999999,-0.374,-2.0,I
0.9584,2.1726,0.16900000000000004,-1.3,-2.0,I
0.938,2.3619000000000003,-0.1139,-1.186,-2.0,I
-0.18410000000000004,1.4382000000000001,-0.96,-1.9451,1.651,II
0.86,2.4400000000000004,-1.0,-0.30000000000000004,-2.0,II
-0.3015,-0.3985,-2.0,1.2839999999999998,1.416,II
1.807,1.2590000000000001,0.20599999999999996,-1.272,-2.0,II
0.887,2.4130000000000003,-0.9990000000000001,-0.30100000000000005,-2.0,I
1.8319999999999999,1.468,-0.976,-0.32400000000000007,-2.0,II
-0.14,2.4400000000000004,-0.996,0.696,-2.0,II
0.1262999999999999,2.0836,0.12260000000000004,-0.3327,-1.9998,II
0.9323999999999999,-0.5533999999999999,-0.043899999999999995,-0.361,0.02589999999999998,III
0.901,2.399,-0.96,-0.3400000000000001,-2.0,I
1.143,2.157,-0.508,-0.792,-2.0,II
1.8591,1.4409,-0.8900000000000001,-0.41000000000000003,-2.0,II
0.8536,2.4379999999999997,-0.2308,-1.2770000000000001,-1.7838,II
0.8613,2.4387,-0.5680000000000001,-0.7320000000000002,-2.0,I
0.8588,-0.5569,-1.0010000000000001,1.7,-1.0009000000000001,I
0.8598,2.4400000000000004,-0.010000000000000009,-1.2908,-1.999,II
1.063,2.237,-1.0,-0.30000000000000004,-2.0,II
0.86,2.4400000000000004,-0.0020000000000000018,-1.298,-2.0,II
0.86,2.4400000000000004,-1.0,-0.30000000000000004,-2.0,I
1.7972000000000001,1.4956,-0.9799,-0.6839000000000002,-1.629,I
0.86,2.4400000000000004,-0.964,-0.3360000000000001,-2.0,II
1.6984,0.6175999999999999,-1.018,0.6839999999999999,-1.982,II
0.3025999999999999,0.4042,-1.9758,1.6972999999999998,-0.42830000000000007,II
0.9460999999999999,1.3538000000000001,0.9661,-1.266,-2.0,II
-0.14,-0.56,-2.0,1.665,1.0350000000000001,II
0.7786000000000001,2.1831,-0.4699,-0.4918,-2.0,I
0.06809999999999994,1.7671999999999999,-0.31709999999999994,0.4507999999999999,-1.9689999999999999,I
-1.1401,1.4380000000000002,-1.9999,0.699,1.0030000000000001,II
0.7538,-0.5438000000000001,-2.0,1.323,0.46699999999999997,I
-0.1402,2.348,0.09219999999999995,-0.30000000000000004,-2.0,II
1.2852999999999999,2.0147,-0.9510000000000001,-0.3490000000000001,-2.0,II
-0.13949999999999996,2.4392,-0.8807,0.581,-2.0,I
0.41670000000000007,1.5411,-1.0067,1.0318999999999998,-1.983,II
0.4149999999999999,1.5634,-0.9990000000000001,1.0206,-2.0,II
-0.12280000000000002,2.4379999999999997,-0.0030000000000000027,-0.38040000000000007,-1.9318,II
-0.9233,2.4400000000000004,-0.4405999999999999,0.13699999999999996,-1.2130999999999998,II
0.8216,2.4400000000000004,-0.992,-0.26960000000000006,-2.0,II
-0.9707,1.487,-1.998,0.4896999999999999,0.992,II
1.7566,1.5434,-0.29700000000000004,-1.0170000000000001,-1.986,I
0.86,2.4370000000000003,-0.30400000000000005,-0.9930000000000001,-2.0,II
1.4870999999999999,-0.18789999999999996,0.9298000000000001,-0.2290000000000001,-2.0,II
-1.033,2.3692,0.9388,-0.393,-1.8820000000000001,II
-0.05449999999999999,2.4317,0.0020999999999999908,-0.37960000000000005,-1.9997,I
0.8942,2.4058,-0.8479999999999999,-0.45200000000000007,-2.0,I
0.7032999999999999,1.5248000000000002,0.6759000000000001,-0.9089999999999999,-1.995,IV
0.86,2.4400000000000004,-0.9969999999999999,-0.30300000000000005,-2.0,II
